,Nom,JJ,rr24,t
6313,TARBES-OSSUN,20180430,7.0625,7.8875
6314,TARBES-OSSUN,20180501,8.575,9.075
6315,TARBES-OSSUN,20180502,0.1125,9.725
6316,TARBES-OSSUN,20180503,7.3,8.6375
6317,TARBES-OSSUN,20180504,4.65,10.3375
6318,TARBES-OSSUN,20180505,-0.0125,12.3875
6319,TARBES-OSSUN,20180506,0.0875,15.35
6320,TARBES-OSSUN,20180507,0.175,17.4375
6321,TARBES-OSSUN,20180508,3.85,14.8
6322,TARBES-OSSUN,20180509,0.825,13.6875
6323,TARBES-OSSUN,20180510,1.375,12.7125
6324,TARBES-OSSUN,20180511,0.05,15.6625
6325,TARBES-OSSUN,20180512,2.025,9.9
6326,TARBES-OSSUN,20180513,6.3,7.75
6327,TARBES-OSSUN,20180514,9.525,7.9625
6328,TARBES-OSSUN,20180515,4.75,9.4875
6329,TARBES-OSSUN,20180516,0.15,12.825
6330,TARBES-OSSUN,20180517,0.0,14.25
6331,TARBES-OSSUN,20180518,-0.0875,15.8
6332,TARBES-OSSUN,20180519,0.4875,15.1375
6333,TARBES-OSSUN,20180520,0.3,15.825
6334,TARBES-OSSUN,20180521,0.8875,16.75
6335,TARBES-OSSUN,20180522,4.35,16.525
6336,TARBES-OSSUN,20180523,1.1,17.1
6337,TARBES-OSSUN,20180524,1.275,18.3875
6338,TARBES-OSSUN,20180525,0.5,17.3875
6339,TARBES-OSSUN,20180526,0.4,17.225
6340,TARBES-OSSUN,20180527,1.425,16.0
6341,TARBES-OSSUN,20180528,4.0,15.1125
6342,TARBES-OSSUN,20180529,0.675,16.5625
6343,TARBES-OSSUN,20180530,0.5,15.7875
6344,TARBES-OSSUN,20180531,7.5375,16.4375
6345,TARBES-OSSUN,20180601,4.55,18.175
6346,TARBES-OSSUN,20180602,9.4,17.3625
6347,TARBES-OSSUN,20180603,14.9,16.5
6348,TARBES-OSSUN,20180604,4.125,16.65
6349,TARBES-OSSUN,20180605,11.8125,14.0125
6350,TARBES-OSSUN,20180606,5.9125,14.0125
6351,TARBES-OSSUN,20180607,7.125,17.1875
6352,TARBES-OSSUN,20180608,0.125,19.65
6353,TARBES-OSSUN,20180609,0.45,19.5375
6354,TARBES-OSSUN,20180610,2.275,16.95
6355,TARBES-OSSUN,20180611,7.05,16.1625
6356,TARBES-OSSUN,20180612,31.1375,13.4625
6357,TARBES-OSSUN,20180613,60.4375,15.325
6358,TARBES-OSSUN,20180614,10.0,16.525
6359,TARBES-OSSUN,20180615,0.225,15.8875
6360,TARBES-OSSUN,20180616,0.1375,15.5625
6361,TARBES-OSSUN,20180617,0.1875,16.4
6362,TARBES-OSSUN,20180618,0.0,17.1625
6363,TARBES-OSSUN,20180619,-0.1,20.3375
6364,TARBES-OSSUN,20180620,-0.025,23.1875
6365,TARBES-OSSUN,20180621,0.0,20.775
6366,TARBES-OSSUN,20180622,0.0,20.6125
6367,TARBES-OSSUN,20180623,0.0,19.75
6368,TARBES-OSSUN,20180624,0.0,20.6125
6369,TARBES-OSSUN,20180625,0.15,21.2375
6370,TARBES-OSSUN,20180626,0.05,23.075
6371,TARBES-OSSUN,20180627,0.0,22.325
6372,TARBES-OSSUN,20180628,0.0,20.075
6373,TARBES-OSSUN,20180629,-0.0125,21.925
6374,TARBES-OSSUN,20180630,2.05,23.95
6375,TARBES-OSSUN,20180701,0.1375,24.6875
6376,TARBES-OSSUN,20180702,0.4,22.6375
6377,TARBES-OSSUN,20180703,-0.0125,22.0875
6378,TARBES-OSSUN,20180704,8.0,22.2
6379,TARBES-OSSUN,20180705,27.4,17.7375
6380,TARBES-OSSUN,20180706,1.975,19.4
6381,TARBES-OSSUN,20180707,0.0,21.2875
6382,TARBES-OSSUN,20180708,0.0,23.4125
6383,TARBES-OSSUN,20180709,0.0,23.05
6384,TARBES-OSSUN,20180710,0.0,22.2125
6385,TARBES-OSSUN,20180711,-0.025,22.1875
6386,TARBES-OSSUN,20180712,-0.075,20.4375
6387,TARBES-OSSUN,20180713,1.58,24.26
6388,TARBES-OSSUN,20180714,6.8375,23.625
6389,TARBES-OSSUN,20180715,19.325,22.225
6390,TARBES-OSSUN,20180716,43.65,18.775
6391,TARBES-OSSUN,20180717,21.5625,20.375
6392,TARBES-OSSUN,20180718,3.125,20.625
6393,TARBES-OSSUN,20180719,11.25,22.0375
6394,TARBES-OSSUN,20180720,0.35,18.55
6395,TARBES-OSSUN,20180721,0.1625,17.5625
6396,TARBES-OSSUN,20180722,0.1375,19.625
6397,TARBES-OSSUN,20180723,0.125,21.225
6398,TARBES-OSSUN,20180724,0.1,21.525
6399,TARBES-OSSUN,20180725,0.0,23.5625
6400,TARBES-OSSUN,20180726,0.0,23.6625
6401,TARBES-OSSUN,20180727,0.0,22.95
6402,TARBES-OSSUN,20180728,0.3,19.825
6403,TARBES-OSSUN,20180729,0.275,19.6125
6404,TARBES-OSSUN,20180730,0.0,22.8375
6405,TARBES-OSSUN,20180731,0.0,22.65
6406,TARBES-OSSUN,20180801,-0.0875,22.4
6407,TARBES-OSSUN,20180802,-0.0125,24.625
6408,TARBES-OSSUN,20180803,0.15,25.975
6409,TARBES-OSSUN,20180804,0.05,24.5375
6410,TARBES-OSSUN,20180805,0.0,23.6875
6411,TARBES-OSSUN,20180806,0.15,26.1125
6412,TARBES-OSSUN,20180807,0.5375,21.15
6413,TARBES-OSSUN,20180808,1.95,20.6375
6414,TARBES-OSSUN,20180809,0.8,17.2
6415,TARBES-OSSUN,20180810,0.0625,18.2625
6416,TARBES-OSSUN,20180811,0.125,20.4375
6417,TARBES-OSSUN,20180812,2.375,22.4875
6418,TARBES-OSSUN,20180813,10.15,18.5875
6419,TARBES-OSSUN,20180814,1.725,19.05
6420,TARBES-OSSUN,20180815,0.4,20.325
6421,TARBES-OSSUN,20180816,0.175,20.725
6422,TARBES-OSSUN,20180817,4.9375,17.5875
6423,TARBES-OSSUN,20180818,5.3875,18.1125
6424,TARBES-OSSUN,20180819,0.15,20.2875
6425,TARBES-OSSUN,20180820,0.05,20.8
6426,TARBES-OSSUN,20180821,0.15,21.0875
6427,TARBES-OSSUN,20180822,0.05,23.5375
6428,TARBES-OSSUN,20180823,0.0,21.675
6429,TARBES-OSSUN,20180824,0.0,19.3875
6430,TARBES-OSSUN,20180825,-0.0125,16.875
6431,TARBES-OSSUN,20180826,-0.075,17.3
6432,TARBES-OSSUN,20180827,0.125,20.375
6433,TARBES-OSSUN,20180828,0.075,22.6375
6434,TARBES-OSSUN,20180829,0.775,20.7375
6435,TARBES-OSSUN,20180830,0.775,18.3
6436,TARBES-OSSUN,20180831,0.025,18.725
6437,TARBES-OSSUN,20180901,-0.0625,19.3875
6438,TARBES-OSSUN,20180902,-0.025,17.8625
6439,TARBES-OSSUN,20180903,0.0,19.15
6440,TARBES-OSSUN,20180904,-0.025,19.9625
6441,TARBES-OSSUN,20180905,4.4,19.1625
6442,TARBES-OSSUN,20180906,17.9375,17.725
6443,TARBES-OSSUN,20180907,1.9,18.0875
6444,TARBES-OSSUN,20180908,0.175,19.575
6445,TARBES-OSSUN,20180909,-0.0375,20.1125
6446,TARBES-OSSUN,20180910,-0.075,19.5
6447,TARBES-OSSUN,20180911,0.125,21.075
6448,TARBES-OSSUN,20180912,3.1875,20.4
6449,TARBES-OSSUN,20180913,5.5375,18.15
6450,TARBES-OSSUN,20180914,0.0125,18.575
6451,TARBES-OSSUN,20180915,0.15,17.4375
6452,TARBES-OSSUN,20180916,0.05,20.5625
6453,TARBES-OSSUN,20180917,0.0,22.0
6454,TARBES-OSSUN,20180918,0.0,21.775
6455,TARBES-OSSUN,20180919,0.0,21.65
6456,TARBES-OSSUN,20180920,0.15,22.05
6457,TARBES-OSSUN,20180921,0.05,20.225
6458,TARBES-OSSUN,20180922,0.0,20.7
6459,TARBES-OSSUN,20180923,0.0,21.0
6460,TARBES-OSSUN,20180924,1.475,14.6125
6461,TARBES-OSSUN,20180925,0.3375,13.425
6462,TARBES-OSSUN,20180926,0.0,16.7625
6463,TARBES-OSSUN,20180927,0.0,19.8375
6464,TARBES-OSSUN,20180928,0.0,20.0125
6465,TARBES-OSSUN,20180929,0.0,17.0375
6466,TARBES-OSSUN,20180930,0.0,15.6625
6467,TARBES-OSSUN,20181001,0.0,12.9
6468,TARBES-OSSUN,20181002,0.0,11.9125
6469,TARBES-OSSUN,20181003,0.0,14.35
6470,TARBES-OSSUN,20181004,0.0,14.775
6471,TARBES-OSSUN,20181005,0.0,17.65
6472,TARBES-OSSUN,20181006,0.475,16.2125
6473,TARBES-OSSUN,20181007,7.175,11.2375
6474,TARBES-OSSUN,20181008,18.625,12.275
6475,TARBES-OSSUN,20181009,1.9125,13.275
6476,TARBES-OSSUN,20181010,-0.1,15.425
6477,TARBES-OSSUN,20181011,0.0125,15.0625
6478,TARBES-OSSUN,20181012,0.1,18.075
6479,TARBES-OSSUN,20181013,0.15,17.1125
6480,TARBES-OSSUN,20181014,5.7125,14.325
6481,TARBES-OSSUN,20181015,38.15,13.4
6482,TARBES-OSSUN,20181016,2.2875,13.2375
6483,TARBES-OSSUN,20181017,0.0,14.2125
6484,TARBES-OSSUN,20181018,0.125,14.0625
6485,TARBES-OSSUN,20181019,0.075,15.975
6486,TARBES-OSSUN,20181020,0.0,15.725
6487,TARBES-OSSUN,20181021,0.0,15.25
6488,TARBES-OSSUN,20181022,0.125,13.9375
6489,TARBES-OSSUN,20181023,0.075,11.575
6490,TARBES-OSSUN,20181024,0.0,11.3
6491,TARBES-OSSUN,20181025,0.0,11.8125
6492,TARBES-OSSUN,20181026,-0.0375,10.9125
6493,TARBES-OSSUN,20181027,2.775,7.65
6494,TARBES-OSSUN,20181028,3.63333333333,3.66666666667
6495,TARBES-OSSUN,20181029,3.1,4.0375
6496,TARBES-OSSUN,20181030,1.55,6.4875
6497,TARBES-OSSUN,20181031,0.0,8.5625
6498,TARBES-OSSUN,20181101,2.375,8.825
6499,TARBES-OSSUN,20181102,1.325,9.45
6500,TARBES-OSSUN,20181103,0.0875,7.4125
6501,TARBES-OSSUN,20181104,0.0,8.0375
6502,TARBES-OSSUN,20181105,0.6,11.575
6503,TARBES-OSSUN,20181106,6.7,8.475
6504,TARBES-OSSUN,20181107,3.8125,9.7125
6505,TARBES-OSSUN,20181108,8.3625,7.6375
6506,TARBES-OSSUN,20181109,0.55,9.6875
6507,TARBES-OSSUN,20181110,1.73472347598e-17,12.3375
6508,TARBES-OSSUN,20181111,-0.0875,10.1
6509,TARBES-OSSUN,20181112,-0.075,10.7125
6510,TARBES-OSSUN,20181113,-0.075,11.275
6511,TARBES-OSSUN,20181114,0.0,10.625
6512,TARBES-OSSUN,20181115,0.0,11.375
6513,TARBES-OSSUN,20181116,0.0,11.375
6514,TARBES-OSSUN,20181117,0.0,11.075
6515,TARBES-OSSUN,20181118,-0.0875,8.35
6516,TARBES-OSSUN,20181119,-0.0625,5.025
6517,TARBES-OSSUN,20181120,-0.05,3.8125
6518,TARBES-OSSUN,20181121,-0.0875,5.5125
6519,TARBES-OSSUN,20181122,0.0,6.2
6520,TARBES-OSSUN,20181123,0.0,7.2875
6521,TARBES-OSSUN,20181124,0.0,6.825
6522,TARBES-OSSUN,20181125,-0.075,7.05
6523,TARBES-OSSUN,20181126,-0.1,6.25
6524,TARBES-OSSUN,20181127,-0.1,6.2
6525,TARBES-OSSUN,20181128,0.375,7.65
6526,TARBES-OSSUN,20181129,0.625,8.45
6527,TARBES-OSSUN,20181130,6.1875,8.55
6528,TARBES-OSSUN,20181201,5.4125,8.0
6529,TARBES-OSSUN,20181202,3.2,10.6
6530,TARBES-OSSUN,20181203,0.425,15.25
6531,TARBES-OSSUN,20181204,0.575,12.8
6532,TARBES-OSSUN,20181205,-0.025,11.4
6533,TARBES-OSSUN,20181206,-0.1,11.9875
6534,TARBES-OSSUN,20181207,0.3875,9.5875
6535,TARBES-OSSUN,20181208,3.325,9.7625
6536,TARBES-OSSUN,20181209,0.1625,11.3875
6537,TARBES-OSSUN,20181210,0.4,8.325
6538,TARBES-OSSUN,20181211,0.0,4.2
6539,TARBES-OSSUN,20181212,2.7625,8.85
6540,TARBES-OSSUN,20181213,11.025,6.8375
6541,TARBES-OSSUN,20181214,23.1625,8.6
6542,TARBES-OSSUN,20181215,1.3375,9.025
6543,TARBES-OSSUN,20181216,4.5,9.6875
6544,TARBES-OSSUN,20181217,15.1,6.925
6545,TARBES-OSSUN,20181218,1.1625,4.35
6546,TARBES-OSSUN,20181219,-0.1,6.925
6547,TARBES-OSSUN,20181220,-0.1,7.3375
6548,TARBES-OSSUN,20181221,-0.0875,10.125
6549,TARBES-OSSUN,20181222,0.0,12.4125
6550,TARBES-OSSUN,20181223,0.0,9.3625
6551,TARBES-OSSUN,20181224,0.0,7.875
6552,TARBES-OSSUN,20181225,-0.025,6.775
6553,TARBES-OSSUN,20181226,-0.075,7.55
6554,TARBES-OSSUN,20181227,0.0,6.7875
6555,TARBES-OSSUN,20181228,0.0,7.9
6556,TARBES-OSSUN,20181229,0.0,4.4
6557,TARBES-OSSUN,20181230,-0.05,1.95
6558,TARBES-OSSUN,20181231,-0.05,1.2375
6559,TOULOUSE-BLAGNAC,20160101,0.25,9.05
6560,TOULOUSE-BLAGNAC,20160102,2.525,10.0375
6561,TOULOUSE-BLAGNAC,20160103,1.325,6.9375
6562,TOULOUSE-BLAGNAC,20160104,3.425,9.9375
6563,TOULOUSE-BLAGNAC,20160105,2.075,8.025
6564,TOULOUSE-BLAGNAC,20160106,1.8125,-27.96875
6565,TOULOUSE-BLAGNAC,20160107,6.2,10.45
6566,TOULOUSE-BLAGNAC,20160108,1.525,11.05
6567,TOULOUSE-BLAGNAC,20160109,0.3125,11.3375
6568,TOULOUSE-BLAGNAC,20160110,1.975,10.1
6569,TOULOUSE-BLAGNAC,20160111,3.275,10.65
6570,TOULOUSE-BLAGNAC,20160112,4.025,7.525
6571,TOULOUSE-BLAGNAC,20160113,1.3875,7.2625
6572,TOULOUSE-BLAGNAC,20160114,0.4,7.6875
6573,TOULOUSE-BLAGNAC,20160115,0.05,5.5875
6574,TOULOUSE-BLAGNAC,20160116,0.0,3.0
6575,TOULOUSE-BLAGNAC,20160117,0.0,3.7375
6576,TOULOUSE-BLAGNAC,20160118,2.5875,4.775
6577,TOULOUSE-BLAGNAC,20160119,5.4375,7.95
6578,TOULOUSE-BLAGNAC,20160120,0.55,7.3875
6579,TOULOUSE-BLAGNAC,20160121,0.0,3.9375
6580,TOULOUSE-BLAGNAC,20160122,0.1125,6.6875
6581,TOULOUSE-BLAGNAC,20160123,1.525,10.325
6582,TOULOUSE-BLAGNAC,20160124,0.15,8.0625
6583,TOULOUSE-BLAGNAC,20160125,0.0,10.5375
6584,TOULOUSE-BLAGNAC,20160126,0.0,8.7375
6585,TOULOUSE-BLAGNAC,20160127,0.0,10.375
6586,TOULOUSE-BLAGNAC,20160128,-0.0125,11.325
6587,TOULOUSE-BLAGNAC,20160129,0.05,9.6
6588,TOULOUSE-BLAGNAC,20160130,0.0875,7.975
6589,TOULOUSE-BLAGNAC,20160131,-0.025,12.05
6590,TOULOUSE-BLAGNAC,20160201,0.275,12.7875
6591,TOULOUSE-BLAGNAC,20160202,0.0375,11.8125
6592,TOULOUSE-BLAGNAC,20160203,1.15,9.1125
6593,TOULOUSE-BLAGNAC,20160204,0.625,6.5875
6594,TOULOUSE-BLAGNAC,20160205,0.0,8.0875
6595,TOULOUSE-BLAGNAC,20160206,0.0,11.05
6596,TOULOUSE-BLAGNAC,20160207,4.275,8.4875
6597,TOULOUSE-BLAGNAC,20160208,2.325,10.9875
6598,TOULOUSE-BLAGNAC,20160209,3.775,7.5375
6599,TOULOUSE-BLAGNAC,20160210,16.15,6.1125
6600,TOULOUSE-BLAGNAC,20160211,4.65,8.0125
6601,TOULOUSE-BLAGNAC,20160212,9.9875,9.4125
6602,TOULOUSE-BLAGNAC,20160213,10.8625,12.4
6603,TOULOUSE-BLAGNAC,20160214,6.8625,8.525
6604,TOULOUSE-BLAGNAC,20160215,2.475,5.45
6605,TOULOUSE-BLAGNAC,20160216,-0.025,3.0125
6606,TOULOUSE-BLAGNAC,20160217,0.0,2.3875
6607,TOULOUSE-BLAGNAC,20160218,0.25,4.825
6608,TOULOUSE-BLAGNAC,20160219,0.1,5.0375
6609,TOULOUSE-BLAGNAC,20160220,0.0,6.7875
6610,TOULOUSE-BLAGNAC,20160221,0.0,9.925
6611,TOULOUSE-BLAGNAC,20160222,5.85,8.0375
6612,TOULOUSE-BLAGNAC,20160223,6.575,10.45
6613,TOULOUSE-BLAGNAC,20160224,0.4625,11.1625
6614,TOULOUSE-BLAGNAC,20160225,0.05,9.9625
6615,TOULOUSE-BLAGNAC,20160226,0.2875,6.9375
6616,TOULOUSE-BLAGNAC,20160227,7.725,7.7625
6617,TOULOUSE-BLAGNAC,20160228,8.025,6.3125
6618,TOULOUSE-BLAGNAC,20160229,1.95,4.8875
6619,TOULOUSE-BLAGNAC,20160301,0.0,7.0375
6620,TOULOUSE-BLAGNAC,20160302,2.925,9.0875
6621,TOULOUSE-BLAGNAC,20160303,6.525,7.7125
6622,TOULOUSE-BLAGNAC,20160304,5.5375,10.5375
6623,TOULOUSE-BLAGNAC,20160305,7.8625,6.45
6624,TOULOUSE-BLAGNAC,20160306,1.35,5.2875
6625,TOULOUSE-BLAGNAC,20160307,2.0,5.4125
6626,TOULOUSE-BLAGNAC,20160308,0.5,5.525
6627,TOULOUSE-BLAGNAC,20160309,3.525,6.35
6628,TOULOUSE-BLAGNAC,20160310,4.5375,6.975
6629,TOULOUSE-BLAGNAC,20160311,0.0,7.7125
6630,TOULOUSE-BLAGNAC,20160312,0.0,7.2125
6631,TOULOUSE-BLAGNAC,20160313,0.0,8.6875
6632,TOULOUSE-BLAGNAC,20160314,0.0,9.575
6633,TOULOUSE-BLAGNAC,20160315,-0.0125,9.275
6634,TOULOUSE-BLAGNAC,20160316,-0.1,7.65
6635,TOULOUSE-BLAGNAC,20160317,-0.1,6.25
6636,TOULOUSE-BLAGNAC,20160318,3.8125,7.225
6637,TOULOUSE-BLAGNAC,20160319,1.7625,9.6625
6638,TOULOUSE-BLAGNAC,20160320,0.1625,12.1375
6639,TOULOUSE-BLAGNAC,20160321,-0.0625,11.7
6640,TOULOUSE-BLAGNAC,20160322,-0.075,9.825
6641,TOULOUSE-BLAGNAC,20160323,0.0,10.15
6642,TOULOUSE-BLAGNAC,20160324,0.0,9.525
6643,TOULOUSE-BLAGNAC,20160325,-0.05,10.325
6644,TOULOUSE-BLAGNAC,20160326,-0.05,14.675
6645,TOULOUSE-BLAGNAC,20160327,1.7,11.275
6646,TOULOUSE-BLAGNAC,20160328,0.4375,13.3375
6647,TOULOUSE-BLAGNAC,20160329,-0.1,13.6625
6648,TOULOUSE-BLAGNAC,20160330,-0.0625,14.475
6649,TOULOUSE-BLAGNAC,20160331,0.2,11.1875
6650,TOULOUSE-BLAGNAC,20160401,0.575,7.975
6651,TOULOUSE-BLAGNAC,20160402,-0.0625,10.675
6652,TOULOUSE-BLAGNAC,20160403,-0.0125,14.65
6653,TOULOUSE-BLAGNAC,20160404,0.825,13.4
6654,TOULOUSE-BLAGNAC,20160405,14.9,11.25
6655,TOULOUSE-BLAGNAC,20160406,3.45,12.0375
6656,TOULOUSE-BLAGNAC,20160407,0.875,9.5
6657,TOULOUSE-BLAGNAC,20160408,1.6625,8.7125
6658,TOULOUSE-BLAGNAC,20160409,1.75,9.425
6659,TOULOUSE-BLAGNAC,20160410,0.45,13.375
6660,TOULOUSE-BLAGNAC,20160411,-0.1,14.8
6661,TOULOUSE-BLAGNAC,20160412,-0.025,14.5625
6662,TOULOUSE-BLAGNAC,20160413,4.1375,14.15
6663,TOULOUSE-BLAGNAC,20160414,-0.0375,15.0
6664,TOULOUSE-BLAGNAC,20160415,-0.1,16.4875
6665,TOULOUSE-BLAGNAC,20160416,1.625,15.9875
6666,TOULOUSE-BLAGNAC,20160417,6.15,13.7125
6667,TOULOUSE-BLAGNAC,20160418,0.725,12.25
6668,TOULOUSE-BLAGNAC,20160419,0.0,13.575
6669,TOULOUSE-BLAGNAC,20160420,0.0,16.925
6670,TOULOUSE-BLAGNAC,20160421,3.5125,13.6375
6671,TOULOUSE-BLAGNAC,20160422,6.1625,12.1875
6672,TOULOUSE-BLAGNAC,20160423,0.2,13.3125
6673,TOULOUSE-BLAGNAC,20160424,0.925,10.5
6674,TOULOUSE-BLAGNAC,20160425,0.075,10.5875
6675,TOULOUSE-BLAGNAC,20160426,0.0,11.4375
6676,TOULOUSE-BLAGNAC,20160427,-0.1,11.425
6677,TOULOUSE-BLAGNAC,20160428,-0.025,11.6
6678,TOULOUSE-BLAGNAC,20160429,0.0,12.65
6679,TOULOUSE-BLAGNAC,20160430,0.675,9.8875
6680,TOULOUSE-BLAGNAC,20160501,0.5,9.95
6681,TOULOUSE-BLAGNAC,20160502,0.025,12.2375
6682,TOULOUSE-BLAGNAC,20160503,0.0,12.8625
6683,TOULOUSE-BLAGNAC,20160504,0.0,15.2625
6684,TOULOUSE-BLAGNAC,20160505,0.0,17.1375
6685,TOULOUSE-BLAGNAC,20160506,-0.05,17.1
6686,TOULOUSE-BLAGNAC,20160507,-0.0375,17.575
6687,TOULOUSE-BLAGNAC,20160508,-0.0375,16.125
6688,TOULOUSE-BLAGNAC,20160509,1.225,15.875
6689,TOULOUSE-BLAGNAC,20160510,3.25,15.9125
6690,TOULOUSE-BLAGNAC,20160511,0.2,12.675
6691,TOULOUSE-BLAGNAC,20160512,4.475,13.4125
6692,TOULOUSE-BLAGNAC,20160513,1.525,14.0625
6693,TOULOUSE-BLAGNAC,20160514,1.25,14.5
6694,TOULOUSE-BLAGNAC,20160515,0.575,15.1125
6695,TOULOUSE-BLAGNAC,20160516,0.1,14.425
6696,TOULOUSE-BLAGNAC,20160517,0.0,15.85
6697,TOULOUSE-BLAGNAC,20160518,-0.0125,14.9625
6698,TOULOUSE-BLAGNAC,20160519,0.975,14.575
6699,TOULOUSE-BLAGNAC,20160520,0.3,15.7375
6700,TOULOUSE-BLAGNAC,20160521,0.0,19.925
6701,TOULOUSE-BLAGNAC,20160522,4.5,14.0125
6702,TOULOUSE-BLAGNAC,20160523,7.8125,13.2375
6703,TOULOUSE-BLAGNAC,20160524,0.975,15.0375
6704,TOULOUSE-BLAGNAC,20160525,-0.0875,17.85
6705,TOULOUSE-BLAGNAC,20160526,0.0,17.8625
6706,TOULOUSE-BLAGNAC,20160527,0.0,19.8125
6707,TOULOUSE-BLAGNAC,20160528,1.925,19.2
6708,TOULOUSE-BLAGNAC,20160529,23.0,16.2
6709,TOULOUSE-BLAGNAC,20160530,3.05,16.1375
6710,TOULOUSE-BLAGNAC,20160531,8.325,14.9375
6711,TOULOUSE-BLAGNAC,20160601,5.8,14.5375
6712,TOULOUSE-BLAGNAC,20160602,3.425,17.25
6713,TOULOUSE-BLAGNAC,20160603,0.075,18.6375
6714,TOULOUSE-BLAGNAC,20160604,0.0,19.2625
6715,TOULOUSE-BLAGNAC,20160605,0.0,20.025
6716,TOULOUSE-BLAGNAC,20160606,0.075,20.6875
6717,TOULOUSE-BLAGNAC,20160607,0.325,19.9625
6718,TOULOUSE-BLAGNAC,20160608,0.0,22.05
6719,TOULOUSE-BLAGNAC,20160609,0.0,22.85
6720,TOULOUSE-BLAGNAC,20160610,0.8375,19.7375
6721,TOULOUSE-BLAGNAC,20160611,2.55,18.3875
6722,TOULOUSE-BLAGNAC,20160612,0.0,17.95
6723,TOULOUSE-BLAGNAC,20160613,2.475,18.6375
6724,TOULOUSE-BLAGNAC,20160614,2.0,17.8375
6725,TOULOUSE-BLAGNAC,20160615,9.8875,17.2375
6726,TOULOUSE-BLAGNAC,20160616,12.1125,15.5375
6727,TOULOUSE-BLAGNAC,20160617,0.0125,16.525
6728,TOULOUSE-BLAGNAC,20160618,5.775,15.6
6729,TOULOUSE-BLAGNAC,20160619,1.575,15.975
6730,TOULOUSE-BLAGNAC,20160620,0.0,18.575
6731,TOULOUSE-BLAGNAC,20160621,0.0,23.3375
6732,TOULOUSE-BLAGNAC,20160622,0.0,25.6625
6733,TOULOUSE-BLAGNAC,20160623,0.0,25.9714285714
6734,TOULOUSE-BLAGNAC,20160624,0.1,22.15
6735,TOULOUSE-BLAGNAC,20160625,1.1,19.7125
6736,TOULOUSE-BLAGNAC,20160626,-0.025,19.4125
6737,TOULOUSE-BLAGNAC,20160627,0.0,19.5875
6738,TOULOUSE-BLAGNAC,20160628,0.0,21.625
6739,TOULOUSE-BLAGNAC,20160629,0.45,21.3125
6740,TOULOUSE-BLAGNAC,20160630,3.35,21.2375
6741,TOULOUSE-BLAGNAC,20160701,0.0,22.95
6742,TOULOUSE-BLAGNAC,20160702,-0.075,20.1125
6743,TOULOUSE-BLAGNAC,20160703,-0.05,19.85
6744,TOULOUSE-BLAGNAC,20160704,0.075,23.0625
6745,TOULOUSE-BLAGNAC,20160705,2.6,23.1625
6746,TOULOUSE-BLAGNAC,20160706,1.1125,24.3125
6747,TOULOUSE-BLAGNAC,20160707,0.0,25.875
6748,TOULOUSE-BLAGNAC,20160708,-0.075,25.2875
6749,TOULOUSE-BLAGNAC,20160709,-0.025,24.2875
6750,TOULOUSE-BLAGNAC,20160710,0.0,27.275
6751,TOULOUSE-BLAGNAC,20160711,14.7125,20.8125
6752,TOULOUSE-BLAGNAC,20160712,26.325,17.25
6753,TOULOUSE-BLAGNAC,20160713,4.725,17.925
6754,TOULOUSE-BLAGNAC,20160714,0.125,17.1125
6755,TOULOUSE-BLAGNAC,20160715,0.0,18.7375
6756,TOULOUSE-BLAGNAC,20160716,0.0,20.775
6757,TOULOUSE-BLAGNAC,20160717,0.0,23.8125
6758,TOULOUSE-BLAGNAC,20160718,0.0,25.6125
6759,TOULOUSE-BLAGNAC,20160719,0.0,25.0375
6760,TOULOUSE-BLAGNAC,20160720,-0.05,22.7
6761,TOULOUSE-BLAGNAC,20160721,-0.0875,23.2875
6762,TOULOUSE-BLAGNAC,20160722,6.4875,20.7875
6763,TOULOUSE-BLAGNAC,20160723,14.1875,21.4
6764,TOULOUSE-BLAGNAC,20160724,0.0125,22.35
6765,TOULOUSE-BLAGNAC,20160725,0.0,23.7375
6766,TOULOUSE-BLAGNAC,20160726,-0.1,23.95
6767,TOULOUSE-BLAGNAC,20160727,0.0,22.4
6768,TOULOUSE-BLAGNAC,20160728,-0.0125,21.375
6769,TOULOUSE-BLAGNAC,20160729,-0.0875,23.8125
6770,TOULOUSE-BLAGNAC,20160730,0.0875,25.8375
6771,TOULOUSE-BLAGNAC,20160731,0.65,20.9625
6772,TOULOUSE-BLAGNAC,20160801,0.15,21.1625
6773,TOULOUSE-BLAGNAC,20160802,0.0,22.0125
6774,TOULOUSE-BLAGNAC,20160803,0.05,24.6125
6775,TOULOUSE-BLAGNAC,20160804,0.0875,21.8625
6776,TOULOUSE-BLAGNAC,20160805,1.1,20.2125
6777,TOULOUSE-BLAGNAC,20160806,0.0,21.6625
6778,TOULOUSE-BLAGNAC,20160807,0.0,23.2625
6779,TOULOUSE-BLAGNAC,20160808,0.0,24.8375
6780,TOULOUSE-BLAGNAC,20160809,-0.075,21.0875
6781,TOULOUSE-BLAGNAC,20160810,-0.075,19.8375
6782,TOULOUSE-BLAGNAC,20160811,0.0,19.1125
6783,TOULOUSE-BLAGNAC,20160812,0.0,21.675
6784,TOULOUSE-BLAGNAC,20160813,0.0,24.7
6785,TOULOUSE-BLAGNAC,20160814,0.0,25.2
6786,TOULOUSE-BLAGNAC,20160815,0.0,25.1875
6787,TOULOUSE-BLAGNAC,20160816,0.0,26.575
6788,TOULOUSE-BLAGNAC,20160817,0.0,24.4125
